"","V1","V2","V3","V4"
"1227",1,2,3,2
"1228",13,13,26,22
"1229",1,16,17,16
"1230",3,1,4,3
"1231",1,3,4,3
"1232",9,1,10,9
"1233",20,1,21,20
"1234",3,12,15,14
"1235",1,17,18,17
"1236",5,14,19,17
"1237",5,8,13,9
"1238",1,1,2,1
"1239",1,1,2,1
"1240",7,2,9,8
"1241",1,3,4,3
"1242",1,5,6,5
"1243",5,41,46,42
"1244",1,7,8,7
"1245",1,2,3,2
"1246",2,2,4,2
"1247",3,1,4,3
"1248",2,3,5,3
"1249",3,17,20,18
"1250",5,3,8,7
"1251",1,10,11,10
"1252",1,13,14,13
"1253",1,17,18,17
"1254",1,4,5,4
"1255",1,3,4,3
"1256",2,14,16,14
"1257",1,1,2,1
"1258",3,5,8,5
"1259",2,5,7,6
"1260",1,2,3,2
"1261",2,17,19,18
"1262",9,4,13,12
"1263",6,7,13,12
"1264",2,8,10,8
"1265",1,3,4,3
"1266",2,11,13,12
"1267",1,2,3,2
"1268",1,3,4,3
"1269",1,1,2,1
"1270",1,1,2,1
"1271",1,2,3,2
"1272",3,3,6,3
"1273",1,1,2,1
"1274",1,1,2,1
"1275",2,3,5,4
"1276",1,2,3,2
"1277",4,5,9,5
"1278",1,2,3,2
"1279",6,1,7,6
"1280",1,3,4,3
"1281",2,8,10,9
"1282",1,2,3,2
"1283",3,24,27,26
"1284",1,1,2,1
"1285",1,18,19,18
"1286",1,3,4,3
"1287",2,9,11,9
"1288",1,11,12,11
"1289",2,12,14,13
"1290",2,20,22,21
"1291",4,7,11,10
"1292",6,6,12,6
"1293",4,6,10,7
"1294",12,4,16,15
"1295",3,3,6,3
"1296",1,5,6,5
"1297",1,5,6,5
"1298",1,4,5,4
"1299",1,8,9,8
"1300",1,1,2,1
"1301",2,2,4,3
"1302",1,2,3,2
"1303",1,5,6,5
"1304",1,6,7,6
"1305",1,10,11,10
"1306",1,1,2,1
"1307",2,6,8,6
"1308",1,1,2,1
"1309",1,1,2,1
"1310",1,5,6,5
"1311",3,10,13,11
"1312",5,8,13,10
"1313",1,13,14,13
"1314",1,2,3,2
"1315",3,14,17,14
"1316",1,2,3,2
"1317",1,27,28,27
"1318",1,1,2,1
"1319",1,8,9,8
"1320",1,1,2,1
"1321",1,1,2,1
"1322",1,1,2,1
"1323",1,2,3,2
"1324",2,19,21,19
"1325",1,8,9,8
"1326",1,4,5,4
"1327",2,19,21,19
"1328",2,23,25,24
"1329",2,2,4,2
"1330",1,1,2,1
"1331",1,6,7,6
"1332",2,16,18,16
"1333",2,16,18,16
"1334",4,7,11,10
"1335",1,7,8,7
"1336",2,4,6,5
"1337",1,3,4,3
"1338",3,18,21,19
"1339",1,2,3,2
"1340",1,12,13,12
"1341",1,16,17,16
"1342",1,1,2,1
"1343",5,22,27,23
"1344",2,20,22,21
"1345",4,7,11,10
"1346",1,20,21,20
"1347",1,2,3,2
"1348",1,4,5,4
"1349",1,5,6,5
"1350",1,2,3,2
"1351",1,3,4,3
"1352",1,1,2,1
"1353",1,1,2,1
"1354",1,1,2,1
"1355",1,6,7,6
"1356",1,1,2,1
"1357",2,4,6,5
"1358",6,6,12,10
"1359",1,1,2,1
"1360",2,7,9,8
"1361",3,2,5,3
"1362",1,5,6,5
"1363",2,3,5,4
"1364",1,1,2,1
"1365",4,4,8,5
"1366",1,2,3,2
"1367",3,7,10,7
"1368",1,3,4,3
"1369",1,2,3,2
"1370",1,11,12,11
"1371",3,13,16,13
"1372",1,1,2,1
"1373",1,7,8,7
"1374",1,2,3,2
"1375",1,3,4,3
"1376",1,14,15,14
"1377",1,2,3,2
"1378",1,6,7,6
"1379",2,5,7,6
"1380",1,42,43,42
"1381",12,4,16,14
"1382",1,2,3,2
"1383",1,16,17,16
"1384",2,21,23,21
"1385",12,2,14,13
"1386",6,2,8,6
"1387",1,3,4,3
"1388",1,1,2,1
"1389",7,35,42,39
"1390",10,2,12,11
"1391",3,1,4,3
"1392",2,5,7,5
"1393",1,3,4,3
"1394",1,5,6,5
"1395",4,37,41,40
"1396",6,5,11,8
"1397",1,20,21,20
"1398",1,1,2,1
"1399",5,7,12,9
"1400",2,7,9,7
"1401",2,6,8,7
"1402",1,1,2,1
"1403",1,2,3,2
"1404",2,2,4,2
"1405",1,3,4,3
"1406",3,3,6,5
"1407",2,7,9,8
"1408",1,2,3,2
"1409",1,8,9,8
"1410",1,1,2,1
"1411",1,1,2,1
"1412",1,6,7,6
"1413",1,10,11,10
"1414",1,11,12,11
"1415",6,10,16,14
"1416",4,4,8,6
"1417",2,3,5,3
"1418",2,2,4,3
"1419",12,5,17,16
"1420",1,1,2,1
"1421",1,2,3,2
"1422",1,1,2,1
"1423",1,2,3,2
"1424",1,4,5,4
"1425",1,3,4,3
"1426",1,2,3,2
"1427",1,5,6,5
"1428",3,5,8,7
"1429",1,1,2,1
"1430",23,4,27,24
"1431",1,6,7,6
"1432",2,1,3,2
"1433",2,4,6,4
"1434",1,1,2,1
"1435",1,1,2,1
"1436",1,1,2,1
"1437",1,1,2,1
"1438",1,1,2,1
"1439",1,4,5,4
"1440",3,8,11,8
"1441",2,5,7,6
"1442",1,6,7,6
"1443",1,2,3,2
"1444",2,4,6,5
"1445",2,2,4,2
"1446",2,2,4,2
"1447",7,1,8,7
"1448",1,1,2,1
"1449",1,1,2,1
"1450",5,4,9,8
"1451",1,1,2,1
"1452",1,2,3,2
"1453",2,7,9,8
"1454",1,3,4,3
"1455",1,5,6,5
"1456",3,1,4,3
"1457",1,3,4,3
"1458",1,9,10,9
"1459",5,5,10,5
"1460",2,4,6,5
"1461",1,9,10,9
"1462",1,14,15,14
"1463",2,3,5,4
"1464",1,2,3,2
"1465",1,5,6,5
"1466",4,5,9,5
"1467",5,12,17,15
"1468",2,24,26,24
"1469",3,28,31,28
"1470",3,19,22,21
"1471",3,23,26,24
"1472",3,8,11,10
"1473",2,6,8,6
"1474",2,2,4,3
"1475",1,1,2,1
"1476",1,1,2,1
"1477",1,2,3,2
"1478",3,17,20,18
"1479",1,10,11,10
"1480",2,5,7,5
"1481",13,13,26,22
"1482",1,1,2,1
"1483",7,2,9,7
"1484",1,3,4,3
"1485",1,3,4,3
"1486",1,2,3,2
"1487",1,26,27,26
"1488",1,2,3,2
"1489",2,19,21,19
"1490",1,13,14,13
"1491",2,7,9,7
"1492",1,1,2,1
"1493",7,5,12,9
"1494",1,4,5,4
"1495",1,1,2,1
"1496",1,1,2,1
"1497",1,1,2,1
"1498",1,1,2,1
"1499",1,5,6,5
"1500",3,2,5,3
"1501",2,4,6,5
"1502",3,1,4,3
"1503",3,8,11,10
"1504",3,8,11,8
"1505",5,169,174,173
"1506",1,6,7,6
"1507",1,6,7,6
"1508",3,28,31,29
"1509",2,2,4,2
"1510",1,4,5,4
"1511",2,2,4,2
"1512",2,9,11,10
"1513",1,2,3,2
"1514",1,6,7,6
"1515",6,17,23,22
"1516",4,1,5,4
"1517",3,11,14,13
"1518",1,5,6,5
"1519",4,10,14,13
"1520",1,4,5,4
"1521",4,35,39,35
"1522",1,17,18,17
"1523",1,17,18,17
"1524",2,16,18,16
"1525",3,8,11,10
"1526",1,2,3,2
"1527",12,2,14,13
"1528",2,1,3,2
"1529",4,4,8,7
"1530",2,38,40,38
"1531",1,1,2,1
"1532",2,1,3,2
"1533",1,1,2,1
"1534",3,5,8,6
"1535",1,1,2,1
"1536",1,1,2,1
"1537",1,18,19,18
"1538",4,12,16,14
"1539",1,1,2,1
"1540",1,1,2,1
"1541",2,41,43,42
"1542",1,5,6,5
"1543",1,1,2,1
"1544",3,1,4,3
"1545",1,2,3,2
"1546",1,1,2,1
"1547",1,1,2,1
"1548",1,20,21,20
"1549",1,1,2,1
"1550",1,4,5,4
"1551",2,5,7,6
"1552",6,1,7,6
"1553",9,2,11,9
"1554",1,2,3,2
"1555",1,3,4,3
"1556",4,7,11,10
"1557",1,1,2,1
"1558",1,2,3,2
"1559",1,2,3,2
"1560",1,1,2,1
"1561",1,2,3,2
"1562",1,1,2,1
"1563",1,6,7,6
"1564",1,17,18,17
"1565",1,11,12,11
"1566",2,2,4,3
"1567",2,3,5,4
"1568",2,24,26,24
"1569",1,5,6,5
"1570",1,1,2,1
"1571",3,13,16,15
"1572",3,4,7,4
"1573",3,10,13,12
"1574",1,19,20,19
"1575",1,1,2,1
"1576",1,6,7,6
"1577",1,1,2,1
"1578",2,9,11,10
"1579",1,1,2,1
"1580",2,6,8,6
"1581",3,4,7,6
"1582",1,37,38,37
"1583",3,5,8,5
"1584",3,2,5,4
"1585",3,6,9,8
"1586",1,5,6,5
"1587",1,3,4,3
"1588",1,5,6,5
"1589",2,8,10,8
"1590",1,3,4,3
"1591",3,8,11,9
"1592",1,8,9,8
"1593",1,2,3,2
"1594",7,1,8,7
"1595",3,4,7,4
"1596",1,3,4,3
"1597",2,12,14,12
"1598",13,1,14,13
"1599",2,8,10,9
"1600",1,1,2,1
"1601",2,14,16,14
"1602",1,3,4,3
"1603",1,3,4,3
"1604",2,4,6,4
"1605",1,4,5,4
"1606",1,1,2,1
"1607",2,3,5,3
"1608",1,2,3,2
"1609",3,4,7,6
"1610",1,3,4,3
"1611",1,6,7,6
"1612",2,10,12,11
"1613",5,2,7,5
"1614",1,176,177,176
"1615",2,24,26,24
"1616",2,1,3,2
"1617",1,4,5,4
"1618",2,35,37,35
"1619",4,12,16,15
"1620",4,4,8,4
"1621",1,6,7,6
"1622",1,2,3,2
"1623",3,5,8,6
"1624",1,1,2,1
"1625",2,4,6,5
"1626",1,14,15,14
"1627",3,1,4,3
"1628",1,2,3,2
"1629",2,25,27,26
"1630",4,41,45,42
"1631",2,10,12,11
"1632",1,6,7,6
"1633",1,1,2,1
"1634",2,3,5,3
"1635",1,6,7,6
"1636",2,8,10,9
"1637",12,11,23,17
"1638",23,2,25,23
"1639",2,23,25,24
"1640",11,12,23,20
"1641",5,5,10,9
"1642",1,1,2,1
"1643",1,7,8,7
"1644",4,1,5,4
"1645",1,3,4,3
"1646",1,1,2,1
"1647",1,2,3,2
"1648",1,1,2,1
"1649",1,1,2,1
"1650",1,1,2,1
"1651",1,8,9,8
"1652",1,1,2,1
"1653",3,11,14,12
"1654",2,1,3,2
"1655",7,5,12,11
"1656",3,6,9,8
"1657",12,22,34,30
"1658",1,4,5,4
"1659",1,1,2,1
"1660",3,1,4,3
"1661",1,3,4,3
"1662",1,1,2,1
"1663",1,1,2,1
"1664",3,10,13,11
"1665",2,10,12,10
"1666",1,5,6,5
"1667",4,23,27,25
"1668",3,5,8,6
"1669",2,2,4,2
"1670",1,1,2,1
"1671",6,8,14,13
"1672",4,6,10,9
"1673",1,7,8,7
"1674",1,7,8,7
"1675",1,21,22,21
"1676",2,9,11,9
"1677",4,5,9,8
"1678",2,1,3,2
"1679",11,12,23,17
"1680",2,14,16,15
"1681",1,3,4,3
"1682",1,1,2,1
"1683",1,3,4,3
"1684",1,9,10,9
"1685",1,1,2,1
"1686",2,19,21,19
"1687",1,1,2,1
"1688",2,3,5,3
"1689",3,21,24,23
"1690",1,1,2,1
"1691",1,14,15,14
"1692",1,13,14,13
"1693",1,2,3,2
"1694",19,19,38,19
"1695",1,38,39,38
"1696",3,1,4,3
"1697",2,3,5,4
"1698",1,6,7,6
"1699",2,2,4,3
"1700",1,2,3,2
"1701",1,1,2,1
"1702",1,2,3,2
"1703",1,2,3,2
"1704",1,1,2,1
"1705",1,4,5,4
"1706",2,3,5,3
"1707",1,1,2,1
"1708",1,8,9,8
"1709",2,5,7,5
"1710",6,4,10,9
"1711",2,9,11,10
"1712",1,9,10,9
"1713",3,3,6,5
"1714",3,27,30,29
"1715",1,6,7,6
"1716",2,13,15,14
"1717",1,1,2,1
"1718",1,2,3,2
"1719",1,1,2,1
"1720",4,3,7,5
"1721",2,4,6,4
"1722",1,2,3,2
"1723",3,13,16,13
"1724",1,4,5,4
"1725",2,5,7,5
"1726",1,1,2,1
"1727",2,3,5,4
"1728",4,41,45,42
"1729",1,2,3,2
"1730",1,1,2,1
"1731",1,2,3,2
"1732",3,21,24,21
"1733",11,6,17,16
"1734",2,2,4,2
"1735",1,6,7,6
"1736",17,2,19,17
"1737",9,1,10,9
"1738",7,28,35,33
"1739",1,1,2,1
"1740",6,2,8,7
"1741",1,3,4,3
"1742",1,6,7,6
"1743",9,6,15,14
"1744",5,8,13,12
"1745",1,1,2,1
"1746",2,1,3,2
"1747",1,1,2,1
"1748",1,7,8,7
"1749",2,6,8,6
"1750",1,2,3,2
"1751",2,13,15,13
"1752",2,29,31,30
"1753",2,2,4,2
"1754",1,1,2,1
"1755",3,5,8,6
"1756",1,1,2,1
"1757",1,2,3,2
"1758",1,8,9,8
"1759",3,14,17,14
"1760",1,5,6,5
"1761",2,4,6,5
"1762",5,4,9,8
"1763",9,9,18,9
"1764",3,1,4,3
"1765",2,3,5,4
"1766",1,1,2,1
"1767",1,1,2,1
"1768",4,1,5,4
"1769",1,22,23,22
"1770",5,1,6,5
"1771",2,11,13,12
"1772",1,4,5,4
"1773",1,6,7,6
"1774",1,2,3,2
"1775",1,5,6,5
"1776",1,1,2,1
"1777",2,6,8,6
"1778",1,4,5,4
"1779",1,10,11,10
"1780",1,3,4,3
"1781",1,6,7,6
"1782",1,6,7,6
"1783",1,5,6,5
"1784",1,2,3,2
"1785",1,2,3,2
"1786",1,4,5,4
"1787",2,4,6,4
"1788",9,2,11,9
"1789",1,1,2,1
"1790",1,1,2,1
"1791",1,2,3,2
"1792",1,1,2,1
"1793",2,5,7,6
"1794",2,2,4,3
"1795",20,6,26,23
"1796",2,1,3,2
"1797",1,13,14,13
"1798",1,8,9,8
"1799",15,1,16,15
"1800",6,17,23,20
"1801",1,17,18,17
"1802",1,16,17,16
"1803",1,25,26,25
"1804",2,1,3,2
"1805",1,19,20,19
"1806",1,2,3,2
"1807",1,5,6,5
"1808",2,11,13,12
"1809",1,2,3,2
"1810",3,1,4,3
"1811",1,1,2,1
"1812",2,8,10,8
"1813",4,5,9,7
"1814",1,3,4,3
"1815",6,25,31,30
"1816",3,37,40,37
"1817",1,25,26,25
"1818",1,21,22,21
"1819",1,10,11,10
"1820",4,21,25,21
"1821",1,25,26,25
"1822",2,7,9,7
"1823",2,10,12,10
"1824",2,9,11,9
"1825",1,4,5,4
"1826",1,2,3,2
"1827",4,7,11,10
"1828",1,14,15,14
"1829",1,4,5,4
"1830",1,11,12,11
"1831",2,3,5,3
"1832",3,3,6,5
"1833",2,6,8,6
"1834",19,1,20,19
"1835",2,1,3,2
"1836",1,6,7,6
"1837",22,14,36,32
"1838",3,5,8,6
"1839",2,26,28,26
"1840",8,4,12,10
"1841",3,18,21,18
"1842",1,16,17,16
"1843",2,1,3,2
"1844",1,7,8,7
"1845",2,6,8,6
"1846",3,6,9,8
"1847",3,5,8,5
"1848",1,6,7,6
"1849",2,4,6,5
"1850",9,1,10,9
"1851",1,2,3,2
"1852",1,18,19,18
"1853",4,6,10,9
"1854",1,4,5,4
"1855",2,19,21,19
"1856",1,4,5,4
"1857",1,6,7,6
"1858",1,5,6,5
"1859",1,38,39,38
"1860",2,10,12,10
"1861",2,2,4,3
"1862",1,44,45,44
"1863",6,13,19,14
"1864",1,4,5,4
"1865",2,1,3,2
"1866",1,9,10,9
"1867",1,2,3,2
"1868",4,41,45,42
"1869",5,13,18,16
"1870",2,30,32,31
"1871",1,6,7,6
"1872",2,2,4,2
"1873",1,7,8,7
"1874",7,3,10,8
"1875",9,4,13,12
"1876",1,6,7,6
"1877",1,1,2,1
"1878",6,14,20,19
"1879",1,2,3,2
"1880",1,5,6,5
"1881",1,2,3,2
"1882",1,5,6,5
"1883",4,22,26,22
"1884",2,11,13,11
"1885",1,1,2,1
"1886",5,2,7,5
"1887",1,8,9,8
"1888",1,23,24,23
"1889",1,4,5,4
"1890",2,11,13,11
"1891",2,3,5,3
"1892",2,7,9,8
"1893",2,1,3,2
"1894",2,2,4,3
"1895",2,2,4,2
"1896",17,56,73,68
"1897",1,10,11,10
"1898",1,3,4,3
"1899",1,2,3,2
"1900",1,2,3,2
"1901",1,1,2,1
"1902",1,1,2,1
"1903",1,1,2,1
"1904",2,6,8,6
"1905",5,34,39,34
"1906",5,13,18,17
"1907",6,35,41,38
"1908",4,9,13,12
"1909",2,4,6,5
"1910",10,26,36,29
"1911",2,10,12,11
"1912",4,1,5,4
"1913",1,1,2,1
"1914",6,5,11,10
"1915",1,45,46,45
"1916",1,1,2,1
"1917",1,2,3,2
"1918",1,1,2,1
"1919",2,2,4,2
"1920",2,10,12,11
"1921",1,24,25,24
"1922",1,5,6,5
"1923",7,5,12,10
"1924",1,2,3,2
"1925",1,5,6,5
"1926",1,4,5,4
"1927",3,2,5,4
"1928",7,13,20,18
"1929",2,6,8,6
"1930",2,1,3,2
"1931",4,7,11,9
"1932",1,2,3,2
"1933",1,2,3,2
"1934",1,8,9,8
"1935",1,4,5,4
"1936",1,14,15,14
"1937",2,2,4,2
"1938",1,3,4,3
"1939",1,1,2,1
"1940",3,1,4,3
"1941",1,1,2,1
"1942",1,1,2,1
"1943",5,4,9,6
"1944",1,7,8,7
"1945",17,5,22,20
"1946",1,1,2,1
"1947",2,7,9,7
"1948",1,2,3,2
"1949",1,4,5,4
"1950",2,7,9,7
"1951",2,2,4,3
"1952",3,3,6,3
"1953",1,3,4,3
"1954",1,2,3,2
"1955",8,1,9,8
"1956",2,6,8,7
"1957",1,1,2,1
"1958",1,2,3,2
"1959",2,3,5,4
"1960",1,1,2,1
"1961",19,13,32,28
"1962",3,6,9,6
"1963",3,1,4,3
"1964",5,1,6,5
"1965",9,41,50,47
"1966",7,24,31,28
"1967",1,4,5,4
"1968",1,1,2,1
"1969",5,3,8,7
"1970",15,8,23,21
"1971",12,9,21,19
"1972",1,22,23,22
"1973",3,2,5,4
"1974",1,2,3,2
"1975",1,22,23,22
"1976",2,2,4,3
"1977",1,8,9,8
"1978",1,1,2,1
"1979",1,1,2,1
"1980",1,4,5,4
"1981",1,4,5,4
"1982",1,4,5,4
"1983",1,2,3,2
"1984",1,6,7,6
"1985",1,2,3,2
"1986",1,6,7,6
"1987",4,8,12,10
"1988",1,1,2,1
"1989",1,23,24,23
"1990",2,6,8,6
"1991",1,6,7,6
"1992",1,4,5,4
"1993",1,2,3,2
"1994",1,2,3,2
"1995",1,2,3,2
"1996",1,2,3,2
"1997",1,2,3,2
"1998",1,1,2,1
"1999",1,5,6,5
"2000",1,1,2,1
"2001",2,2,4,2
"2002",2,8,10,8
"2003",6,22,28,24
"2004",3,17,20,17
"2005",2,19,21,19
"2006",1,4,5,4
"2007",1,8,9,8
"2008",1,5,6,5
"2009",5,4,9,8
"2010",1,1,2,1
"2011",7,2,9,7
"2012",3,11,14,13
"2013",1,1,2,1
"2014",1,1,2,1
"2015",3,1,4,3
"2016",1,34,35,34
"2017",1,1,2,1
"2018",1,1,2,1
"2019",1,7,8,7
"2020",2,2,4,3
"2021",4,5,9,8
"2022",9,38,47,44
"2023",1,2,3,2
"2024",2,4,6,4
"2025",1,8,9,8
"2026",1,1,2,1
"2027",3,6,9,8
"2028",3,18,21,19
"2029",2,22,24,22
"2030",4,18,22,19
"2031",1,3,4,3
"2032",1,4,5,4
"2033",1,1,2,1
"2034",4,6,10,9
"2035",5,3,8,6
"2036",2,2,4,3
"2037",1,14,15,14
"2038",1,1,2,1
"2039",17,3,20,19
"2040",1,13,14,13
"2041",2,1,3,2
"2042",3,1,4,3
"2043",1,4,5,4
"2044",3,17,20,18
"2045",4,20,24,22
"2046",1,4,5,4
"2047",26,4,30,28
"2048",17,5,22,20
"2049",2,1,3,2
"2050",1,1,2,1
"2051",2,3,5,4
"2052",15,8,23,21
"2053",1,5,6,5
"2054",2,3,5,4
"2055",6,24,30,27
"2056",1,2,3,2
"2057",4,4,8,4
"2058",6,8,14,13
"2059",1,2,3,2
"2060",1,4,5,4
"2061",1,20,21,20
"2062",1,4,5,4
"2063",1,1,2,1
"2064",1,2,3,2
"2065",2,3,5,3
"2066",1,4,5,4
"2067",2,2,4,3
"2068",2,6,8,7
"2069",1,1,2,1
"2070",1,1,2,1
"2071",5,18,23,19
"2072",1,1,2,1
"2073",1,1,2,1
"2074",1,2,3,2
"2075",2,8,10,9
"2076",1,17,18,17
"2077",2,4,6,5
"2078",3,14,17,15
"2079",1,1,2,1
"2080",2,4,6,5
"2081",2,2,4,2
"2082",3,1,4,3
"2083",6,1,7,6
"2084",1,28,29,28
"2085",2,15,17,15
"2086",1,23,24,23
"2087",1,1,2,1
"2088",2,27,29,27
"2089",2,4,6,5
"2090",1,2,3,2
"2091",2,2,4,3
"2092",1,11,12,11
"2093",5,35,40,39
"2094",1,8,9,8
"2095",2,1,3,2
"2096",1,1,2,1
"2097",3,8,11,8
"2098",3,4,7,5
"2099",6,21,27,25
"2100",5,22,27,23
"2101",5,9,14,12
"2102",1,2,3,2
"2103",1,2,3,2
"2104",1,4,5,4
"2105",1,2,3,2
"2106",8,2,10,8
"2107",1,5,6,5
"2108",1,6,7,6
"2109",2,2,4,3
"2110",2,1,3,2
"2111",1,1,2,1
"2112",1,4,5,4
"2113",1,1,2,1
"2114",2,7,9,7
"2115",2,9,11,9
"2116",1,2,3,2
"2117",1,1,2,1
"2118",1,12,13,12
"2119",1,22,23,22
"2120",3,16,19,18
"2121",2,7,9,8
"2122",2,1,3,2
"2123",7,6,13,9
"2124",5,3,8,7
"2125",1,8,9,8
"2126",1,4,5,4
"2127",1,1,2,1
"2128",1,3,4,3
"2129",1,15,16,15
"2130",3,1,4,3
"2131",3,1,4,3
"2132",1,2,3,2
"2133",1,1,2,1
"2134",1,8,9,8
"2135",1,1,2,1
"2136",2,15,17,15
"2137",1,2,3,2
"2138",2,28,30,28
"2139",1,1,2,1
"2140",1,5,6,5
"2141",3,1,4,3
"2142",3,12,15,12
"2143",1,5,6,5
"2144",3,12,15,14
"2145",2,18,20,19
"2146",12,16,28,22
"2147",1,1,2,1
"2148",5,19,24,22
"2149",1,1,2,1
"2150",2,1,3,2
"2151",3,17,20,18
"2152",3,2,5,3
"2153",5,5,10,5
"2154",2,2,4,3
"2155",2,1,3,2
"2156",1,1,2,1
"2157",2,14,16,14
"2158",1,2,3,2
"2159",1,2,3,2
"2160",5,9,14,12
"2161",5,14,19,18
"2162",5,3,8,7
"2163",2,38,40,39
"2164",2,12,14,13
"2165",1,3,4,3
"2166",3,40,43,40
"2167",1,7,8,7
"2168",3,2,5,4
"2169",3,12,15,13
"2170",1,2,3,2
"2171",1,5,6,5
"2172",8,5,13,9
"2173",1,7,8,7
"2174",2,3,5,4
"2175",1,38,39,38
"2176",1,1,2,1
"2177",3,4,7,6
"2178",1,30,31,30
"2179",1,7,8,7
"2180",1,11,12,11
"2181",8,14,22,20
"2182",2,4,6,5
"2183",3,5,8,6
"2184",3,1,4,3
"2185",1,4,5,4
"2186",1,5,6,5
"2187",4,5,9,5
"2188",2,3,5,4
"2189",2,3,5,4
"2190",2,1,3,2
"2191",1,3,4,3
"2192",3,8,11,8
"2193",4,8,12,10
"2194",3,4,7,4
"2195",3,13,16,15
"2196",6,35,41,38
"2197",3,2,5,3
"2198",1,3,4,3
"2199",2,1,3,2
"2200",1,1,2,1
"2201",1,1,2,1
"2202",1,4,5,4
"2203",3,16,19,17
"2204",1,4,5,4
"2205",1,2,3,2
"2206",1,4,5,4
"2207",2,2,4,3
"2208",5,4,9,8
"2209",1,2,3,2
"2210",6,6,12,10
"2211",1,1,2,1
"2212",1,3,4,3
"2213",1,1,2,1
"2214",3,9,12,9
"2215",2,1,3,2
"2216",2,16,18,16
"2217",2,21,23,21
"2218",2,1,3,2
"2219",8,2,10,9
"2220",1,24,25,24
"2221",6,15,21,20
"2222",1,169,170,169
"2223",1,2,3,2
"2224",8,1,9,8
"2225",5,34,39,34
"2226",9,1,10,9
"2227",1,8,9,8
"2228",9,12,21,20
"2229",1,3,4,3
"2230",1,10,11,10
"2231",1,14,15,14
"2232",7,4,11,10
"2233",7,5,12,11
"2234",1,1,2,1
"2235",1,1,2,1
"2236",5,38,43,40
"2237",5,1,6,5
"2238",4,27,31,29
"2239",1,4,5,4
"2240",1,34,35,34
"2241",1,3,4,3
"2242",1,19,20,19
"2243",1,1,2,1
"2244",5,4,9,8
"2245",1,1,2,1
"2246",2,21,23,22
"2247",1,5,6,5
"2248",2,2,4,2
"2249",1,1,2,1
"2250",2,1,3,2
"2251",1,2,3,2
"2252",2,4,6,4
"2253",1,5,6,5
"2254",1,4,5,4
"2255",2,22,24,22
"2256",5,5,10,6
"2257",1,3,4,3
"2258",2,13,15,14
"2259",6,29,35,34
"2260",6,13,19,14
"2261",1,9,10,9
"2262",3,1,4,3
"2263",1,1,2,1
"2264",1,8,9,8
"2265",2,1,3,2
"2266",2,3,5,4
"2267",6,8,14,11
"2268",1,14,15,14
"2269",2,6,8,7
"2270",1,1,2,1
"2271",1,3,4,3
"2272",4,1,5,4
"2273",1,4,5,4
"2274",3,1,4,3
"2275",3,7,10,8
"2276",2,1,3,2
"2277",2,1,3,2
"2278",2,20,22,20
"2279",2,2,4,2
"2280",2,6,8,7
"2281",2,4,6,5
"2282",1,2,3,2
"2283",1,3,4,3
"2284",5,13,18,16
"2285",16,8,24,23
"2286",1,16,17,16
"2287",1,3,4,3
"2288",5,2,7,6
"2289",3,21,24,21
"2290",5,16,21,20
"2291",25,3,28,27
"2292",3,5,8,6
"2293",1,3,4,3
"2294",1,2,3,2
"2295",1,3,4,3
"2296",2,8,10,9
"2297",1,2,3,2
"2298",1,3,4,3
"2299",5,2,7,5
"2300",2,3,5,4
"2301",1,2,3,2
"2302",1,1,2,1
"2303",2,4,6,5
"2304",5,1,6,5
"2305",15,46,61,59
"2306",8,3,11,9
"2307",1,9,10,9
"2308",7,38,45,43
"2309",2,5,7,5
"2310",2,16,18,17
"2311",2,4,6,5
"2312",11,1,12,11
"2313",12,11,23,20
"2314",1,1,2,1
"2315",3,3,6,3
"2316",2,7,9,7
"2317",11,12,23,17
"2318",1,12,13,12
"2319",4,11,15,12
"2320",2,6,8,6
"2321",1,1,2,1
"2322",2,52,54,52
"2323",1,25,26,25
"2324",1,56,57,56
"2325",7,10,17,16
"2326",2,10,12,11
"2327",4,1,5,4
"2328",1,2,3,2
"2329",1,6,7,6
"2330",1,4,5,4
"2331",1,14,15,14
"2332",1,4,5,4
"2333",1,14,15,14
"2334",1,6,7,6
"2335",3,3,6,5
"2336",4,3,7,6
"2337",5,1,6,5
"2338",1,2,3,2
"2339",2,2,4,2
"2340",2,4,6,4
"2341",5,1,6,5
"2342",6,2,8,6
"2343",2,1,3,2
"2344",1,4,5,4
"2345",1,6,7,6
"2346",1,22,23,22
"2347",1,1,2,1
"2348",1,3,4,3
"2349",4,16,20,19
"2350",1,3,4,3
"2351",2,3,5,3
"2352",2,1,3,2
"2353",1,1,2,1
"2354",3,2,5,4
"2355",5,14,19,17
"2356",4,1,5,4
"2357",1,2,3,2
"2358",3,2,5,4
"2359",4,30,34,33
"2360",3,2,5,3
"2361",1,1,2,1
"2362",1,1,2,1
"2363",1,14,15,14
"2364",3,1,4,3
"2365",1,4,5,4
"2366",1,3,4,3
"2367",4,176,180,176
"2368",6,6,12,6
"2369",1,2,3,2
"2370",3,3,6,5
"2371",2,2,4,2
"2372",5,4,9,8
"2373",2,10,12,11
"2374",9,2,11,9
"2375",3,10,13,10
"2376",4,23,27,26
"2377",2,7,9,7
"2378",3,14,17,14
"2379",1,7,8,7
"2380",1,1,2,1
"2381",1,1,2,1
"2382",2,3,5,4
"2383",23,2,25,23
"2384",2,13,15,14
"2385",3,13,16,15
"2386",1,17,18,17
"2387",2,8,10,8
"2388",15,15,30,15
"2389",38,15,53,49
"2390",1,4,5,4
"2391",3,36,39,38
